booking_id,user_id,table_id,booking_date,time_slot,party_size,occasion,duration_minutes,status,special_requests,is_repeat_customer,booking_advance_days,total_spent,created_at
B011287,U0116,T007,2024-07-23,Prime Dinner,6,Friends,180,Completed,False,False,3,530.45,2024-07-01
B011288,U0400,T028,2023-06-13,Lunch,2,Business,75,Cancelled,False,False,17,353.44,2023-06-10
B011289,U0197,T024,2023-10-13,Late Dinner,2,Casual,167,Completed,False,False,18,340.24,2023-09-22
B011290,U0430,T009,2024-02-02,Late Dinner,2,Casual,166,Completed,False,False,11,402.77,2024-01-05
B011291,U0057,T021,2024-10-02,Prime Dinner,2,Friends,111,Completed,False,False,0,480.57,2024-09-11
B011292,U0926,T048,2023-09-27,Prime Dinner,4,Family,116,Completed,True,True,7,536.28,2023-09-19
B011293,U0555,T042,2023-07-02,Early Dinner,4,Casual,127,Completed,False,False,7,501.21,2023-06-04
B011294,U0102,T028,2024-08-30,Late Dinner,4,Family,171,Cancelled,False,False,20,437.13,2024-08-29
B011295,U0528,T012,2023-11-17,Late Dinner,2,Celebration,179,Completed,True,True,4,440.12,2023-11-04
B011296,U0869,T021,2023-06-12,Prime Dinner,2,Celebration,126,Completed,False,True,27,417.02,2023-06-01
B011297,U0827,T032,2024-01-20,Early Dinner,2,Business,129,Completed,False,True,11,296.63,2024-01-04
B011298,U0297,T021,2023-03-28,Lunch,2,Celebration,60,Completed,True,False,23,340.69,2023-03-23
B011299,U0845,T010,2024-01-20,Lunch,4,Romantic,116,No-show,False,False,25,801.46,2023-12-27
B011300,U0935,T011,2024-03-16,Early Dinner,4,Friends,123,Completed,False,True,6,642.0,2024-02-16
B011301,U0727,T008,2023-03-01,Late Dinner,4,Friends,175,Cancelled,False,False,16,369.43,2023-02-19
B011302,U0041,T027,2023-08-25,Prime Dinner,2,Romantic,103,Completed,False,False,5,386.75,2023-08-01
B011303,U0461,T023,2023-01-04,Late Dinner,2,Family,154,No-show,False,False,22,378.59,2022-12-09
B011304,U0644,T008,2024-02-28,Lunch,2,Romantic,93,Completed,True,True,9,393.34,2024-02-11
B011305,U0959,T048,2024-05-13,Early Dinner,6,Celebration,83,Completed,False,True,12,1166.45,2024-05-01
B011306,U0579,T022,2023-11-24,Lunch,2,Family,64,Completed,False,True,9,259.53,2023-11-04
B011307,U0196,T009,2023-07-24,Early Dinner,4,Business,72,Completed,True,True,19,414.09,2023-07-18
B011308,U0626,T007,2024-11-27,Late Dinner,6,Romantic,165,Completed,False,False,0,666.18,2024-11-26
B011309,U0533,T029,2023-08-08,Late Dinner,6,Business,201,Completed,False,False,29,951.5,2023-07-12
B011310,U0892,T022,2023-02-26,Late Dinner,4,Celebration,193,Completed,True,False,19,618.88,2023-02-17
B011311,U0302,T012,2023-02-19,Lunch,2,Celebration,60,Completed,True,False,10,216.27,2023-01-28
B011312,U0885,T005,2024-06-21,Prime Dinner,2,Family,212,Completed,True,True,14,234.9,2024-05-30
B011313,U0032,T026,2024-09-17,Late Dinner,2,Friends,138,Cancelled,False,False,1,370.71,2024-09-01
B011314,U0429,T013,2024-07-01,Prime Dinner,2,Family,175,Cancelled,False,True,10,147.93,2024-06-23
B011315,U0971,T001,2023-08-27,Lunch,2,Romantic,121,Cancelled,True,True,22,340.24,2023-08-12
B011316,U0076,T028,2023-06-09,Early Dinner,4,Business,155,Completed,False,False,7,634.55,2023-05-31
B011317,U0057,T039,2023-11-10,Early Dinner,2,Business,106,No-show,False,True,4,343.2,2023-11-03
B011318,U0184,T050,2024-07-29,Early Dinner,2,Celebration,94,Completed,False,False,21,295.59,2024-07-01
B011319,U0451,T027,2024-08-17,Early Dinner,6,Family,79,Completed,False,False,20,1123.5,2024-07-26
B011320,U0844,T013,2024-04-09,Prime Dinner,2,Romantic,140,Completed,False,False,3,361.2,2024-03-14
B011321,U0369,T003,2024-09-22,Lunch,2,Casual,60,Completed,False,False,9,422.32,2024-09-20
B011322,U0112,T039,2023-12-12,Prime Dinner,4,Celebration,153,Completed,False,False,14,643.96,2023-11-23
B011323,U0786,T007,2024-06-13,Prime Dinner,2,Family,170,Completed,False,True,6,241.52,2024-06-06
B011324,U0247,T018,2024-05-23,Lunch,4,Celebration,130,Completed,False,True,11,889.92,2024-04-24
B011325,U0564,T044,2023-11-17,Early Dinner,2,Family,81,Completed,False,True,23,284.6,2023-11-12
B011326,U0552,T015,2023-06-25,Prime Dinner,2,Romantic,170,Completed,True,False,12,577.95,2023-06-16
B011327,U0351,T029,2023-11-04,Late Dinner,4,Celebration,207,Completed,False,False,5,97.58,2023-10-26
B011328,U0131,T020,2023-10-07,Prime Dinner,2,Business,118,Completed,False,True,13,354.76,2023-09-30
B011329,U0165,T021,2024-05-25,Early Dinner,2,Friends,133,Completed,False,False,23,307.22,2024-04-26
B011330,U0683,T003,2024-01-17,Lunch,2,Family,60,Cancelled,False,True,24,402.11,2023-12-21
B011331,U0637,T027,2024-10-24,Prime Dinner,2,Casual,154,No-show,False,False,10,464.33,2024-09-27
B011332,U0674,T040,2024-12-12,Late Dinner,2,Family,195,Completed,False,True,3,295.6,2024-11-19
B011333,U0399,T013,2023-01-18,Early Dinner,2,Celebration,66,Completed,False,True,14,331.93,2023-01-14
B011334,U0085,T037,2024-12-18,Prime Dinner,6,Celebration,172,Completed,False,False,1,521.76,2024-12-09
B011335,U0860,T011,2023-02-17,Late Dinner,4,Romantic,152,Completed,False,True,21,396.57,2023-01-26
B011336,U0066,T048,2023-01-08,Late Dinner,4,Celebration,161,Completed,False,True,18,545.84,2022-12-11
B011337,U0782,T014,2023-08-07,Early Dinner,2,Family,89,Completed,True,False,27,244.0,2023-07-11
B011338,U0872,T020,2023-02-18,Lunch,2,Casual,118,Completed,True,True,20,453.56,2023-01-23
B011339,U0716,T039,2023-04-01,Prime Dinner,2,Business,149,Cancelled,False,False,25,291.64,2023-03-25
B011340,U0849,T017,2024-12-18,Late Dinner,4,Celebration,174,Completed,False,False,18,809.51,2024-11-30
B011341,U0079,T043,2024-06-30,Prime Dinner,4,Business,167,Completed,False,False,6,537.96,2024-06-04
B011342,U0701,T035,2023-08-08,Early Dinner,2,Romantic,119,Completed,False,False,22,298.66,2023-07-23
B011343,U0092,T016,2023-08-04,Early Dinner,4,Friends,114,Completed,True,True,12,536.16,2023-07-28
B011344,U0031,T005,2023-01-21,Prime Dinner,2,Casual,168,Completed,False,False,20,346.75,2022-12-28
B011345,U0496,T050,2024-06-17,Prime Dinner,2,Romantic,170,Completed,False,True,5,202.17,2024-05-22
B011346,U0121,T027,2023-01-30,Early Dinner,2,Friends,60,Completed,False,False,8,287.93,2023-01-29
B011347,U0938,T035,2023-08-19,Early Dinner,2,Casual,136,Cancelled,False,False,0,201.45,2023-08-04
B011348,U0840,T050,2024-08-23,Early Dinner,2,Friends,128,Completed,True,False,16,358.94,2024-08-04
B011349,U0516,T045,2023-06-21,Early Dinner,2,Casual,127,Completed,False,False,14,370.3,2023-06-18
B011350,U0642,T032,2023-08-04,Late Dinner,6,Celebration,181,Completed,True,False,27,874.17,2023-07-30
B011351,U0163,T036,2024-01-24,Late Dinner,2,Family,195,Completed,False,False,21,281.19,2024-01-06
B011352,U0834,T012,2024-04-13,Lunch,2,Family,103,No-show,False,False,21,165.5,2024-03-31
B011353,U0313,T027,2024-03-18,Lunch,2,Friends,91,Completed,True,True,26,189.95,2024-02-22
B011354,U0356,T026,2024-07-01,Late Dinner,2,Business,175,Completed,False,True,9,262.13,2024-06-05
B011355,U0658,T020,2024-11-19,Lunch,2,Casual,74,Completed,False,True,4,373.38,2024-11-12
B011356,U0092,T033,2023-03-24,Prime Dinner,4,Celebration,129,Completed,False,False,29,269.82,2023-03-20
B011357,U0803,T028,2023-10-12,Lunch,2,Friends,81,Completed,False,True,5,186.11,2023-10-12
B011358,U0200,T007,2024-09-23,Early Dinner,2,Friends,102,Completed,False,True,13,281.4,2024-09-02
B011359,U0913,T007,2024-05-18,Lunch,2,Celebration,75,Completed,False,True,27,221.11,2024-05-17
B011360,U0615,T034,2024-10-24,Prime Dinner,4,Romantic,129,Completed,False,False,29,517.97,2024-10-04
B011361,U0903,T013,2024-03-15,Late Dinner,2,Casual,163,Completed,False,False,1,154.57,2024-03-04
B011362,U0712,T016,2023-11-11,Prime Dinner,2,Family,158,Completed,False,True,20,459.68,2023-10-25
B011363,U0844,T013,2024-10-08,Late Dinner,2,Casual,182,Completed,False,True,6,327.36,2024-10-05
B011364,U0350,T013,2023-05-19,Lunch,2,Friends,108,Completed,False,True,28,295.38,2023-05-02
B011365,U0114,T041,2024-04-17,Early Dinner,2,Romantic,134,Completed,True,False,16,376.79,2024-04-06
B011366,U0744,T020,2023-10-24,Early Dinner,2,Casual,92,No-show,False,False,20,291.43,2023-10-20
B011367,U0356,T027,2023-06-22,Early Dinner,2,Business,126,Completed,False,False,24,322.14,2023-06-02
B011368,U0366,T018,2023-12-29,Lunch,4,Friends,81,Completed,False,False,18,361.27,2023-12-17
B011369,U0892,T001,2024-04-25,Late Dinner,2,Friends,223,Cancelled,True,True,2,272.47,2024-04-09
B011370,U0321,T016,2024-11-30,Late Dinner,2,Romantic,175,Completed,False,True,6,251.71,2024-11-15
B011371,U0962,T045,2023-09-04,Late Dinner,4,Family,170,Completed,False,False,28,452.98,2023-08-10
B011372,U0454,T044,2024-07-06,Prime Dinner,2,Celebration,191,Completed,False,False,14,229.67,2024-07-01
B011373,U0321,T023,2024-05-01,Lunch,2,Friends,71,Completed,True,False,5,240.79,2024-04-06
B011374,U0668,T005,2024-07-15,Lunch,2,Business,87,Completed,True,False,11,377.28,2024-06-19
B011375,U0349,T029,2023-08-07,Early Dinner,2,Business,107,Completed,True,True,0,363.25,2023-07-20
B011376,U0202,T045,2023-01-20,Early Dinner,4,Business,77,Completed,False,True,8,652.83,2023-01-20
B011377,U0473,T043,2023-11-04,Early Dinner,2,Friends,115,Completed,False,True,24,262.2,2023-10-21
B011378,U0585,T044,2023-02-19,Early Dinner,2,Casual,118,Completed,False,True,29,323.96,2023-02-03
B011379,U0941,T035,2023-12-07,Late Dinner,2,Business,144,Completed,False,True,15,394.3,2023-11-16
B011380,U0796,T048,2023-01-04,Prime Dinner,2,Romantic,124,Completed,True,False,13,379.85,2022-12-29
B011381,U0455,T017,2023-07-23,Late Dinner,2,Friends,166,Completed,False,False,1,178.65,2023-07-23
B011382,U0573,T038,2023-10-17,Prime Dinner,2,Family,204,Completed,False,True,10,394.64,2023-10-05
B011383,U0199,T026,2023-09-04,Late Dinner,4,Romantic,167,Completed,True,True,20,671.62,2023-08-17
B011384,U0572,T042,2023-06-10,Prime Dinner,2,Romantic,166,Completed,False,False,23,257.57,2023-05-22
B011385,U0691,T002,2024-02-10,Early Dinner,2,Family,108,Completed,True,True,28,171.91,2024-01-12
B011386,U0022,T001,2023-12-28,Late Dinner,4,Celebration,181,Completed,True,False,4,703.88,2023-12-26
B011387,U0974,T005,2023-03-14,Prime Dinner,2,Friends,152,Completed,False,True,16,318.68,2023-02-22
B011388,U0019,T020,2024-05-31,Prime Dinner,2,Casual,181,Completed,False,False,23,413.72,2024-05-14
B011389,U0559,T018,2024-05-16,Late Dinner,6,Casual,252,Completed,False,False,5,1095.24,2024-05-02
B011390,U0740,T037,2023-09-11,Prime Dinner,2,Friends,163,Cancelled,True,False,7,438.99,2023-09-06
B011391,U0886,T039,2024-02-01,Prime Dinner,4,Family,101,Completed,False,True,19,386.15,2024-01-12
B011392,U0716,T032,2023-12-05,Lunch,2,Romantic,68,Cancelled,False,False,23,215.08,2023-11-09
B011393,U0544,T009,2024-09-10,Late Dinner,6,Celebration,201,Completed,False,True,20,1093.49,2024-08-12
B011394,U0262,T018,2023-07-25,Prime Dinner,6,Family,106,Completed,True,True,12,670.36,2023-07-03
B011395,U0234,T023,2024-05-10,Early Dinner,4,Romantic,126,Completed,True,False,1,492.42,2024-05-01
B011396,U0644,T048,2024-04-15,Prime Dinner,4,Casual,138,Cancelled,False,False,25,876.44,2024-04-12
B011397,U0986,T043,2023-05-11,Early Dinner,2,Business,212,Completed,False,True,1,274.26,2023-05-04
B011398,U0175,T011,2023-01-27,Lunch,2,Friends,60,Completed,False,True,13,293.14,2023-01-15
B011399,U0926,T020,2024-12-07,Early Dinner,2,Family,123,Completed,False,False,9,211.0,2024-11-09
B011400,U0939,T005,2023-05-27,Late Dinner,2,Business,168,Completed,False,False,14,244.97,2023-05-02
B011401,U0512,T013,2024-04-16,Lunch,2,Romantic,82,Completed,False,False,25,395.2,2024-03-24
B011402,U0559,T010,2024-09-29,Late Dinner,2,Casual,201,Completed,True,True,7,296.01,2024-09-21
B011403,U0180,T035,2023-05-13,Late Dinner,2,Romantic,140,Cancelled,False,False,15,164.0,2023-05-09
B011404,U0290,T045,2023-12-28,Early Dinner,2,Romantic,70,Completed,False,True,29,283.37,2023-12-13
B011405,U0427,T048,2024-12-02,Early Dinner,2,Celebration,138,Completed,False,False,15,336.52,2024-11-26
B011406,U0240,T016,2023-09-01,Late Dinner,2,Friends,170,Completed,False,False,11,169.78,2023-08-04
B011407,U0023,T037,2023-07-08,Prime Dinner,4,Family,181,Completed,False,False,25,784.5,2023-06-11
B011408,U0084,T050,2023-07-17,Lunch,2,Family,122,Cancelled,False,False,10,432.89,2023-07-02
B011409,U0696,T048,2023-05-23,Early Dinner,8,Celebration,110,Cancelled,True,False,22,815.72,2023-05-01
B011410,U0469,T023,2023-06-16,Early Dinner,2,Celebration,96,Completed,True,False,3,308.57,2023-06-10
B011411,U0959,T031,2024-07-08,Early Dinner,2,Friends,158,Completed,False,False,13,317.57,2024-06-16
B011412,U0884,T032,2024-11-14,Lunch,2,Family,60,Completed,False,True,14,314.87,2024-11-14
B011413,U0758,T050,2024-01-21,Lunch,2,Celebration,117,Completed,True,True,25,526.83,2024-01-03
B011414,U0967,T032,2023-05-01,Late Dinner,4,Romantic,222,Completed,False,False,17,433.28,2023-04-27
B011415,U1000,T032,2023-10-05,Lunch,4,Friends,63,Completed,False,True,3,616.66,2023-09-19
B011416,U0656,T030,2023-12-30,Early Dinner,2,Family,80,Completed,False,True,0,404.72,2023-12-12
B011417,U0543,T030,2024-08-14,Lunch,4,Romantic,123,Completed,False,True,1,478.89,2024-07-23
B011418,U0642,T029,2023-11-22,Late Dinner,6,Romantic,252,Completed,False,False,1,689.37,2023-11-02
B011419,U0252,T014,2023-10-13,Late Dinner,6,Friends,113,Completed,False,True,27,1273.12,2023-09-23
B011420,U0272,T046,2023-08-09,Late Dinner,2,Celebration,139,Completed,False,False,26,302.8,2023-08-01
B011421,U0294,T019,2024-08-05,Prime Dinner,2,Celebration,101,Completed,False,False,26,392.61,2024-07-14
B011422,U0509,T010,2024-12-23,Prime Dinner,2,Casual,101,Completed,False,False,4,297.71,2024-12-06
B011423,U0356,T007,2023-06-25,Late Dinner,4,Business,185,Completed,False,False,14,347.12,2023-05-27
B011424,U0174,T014,2023-04-09,Late Dinner,2,Business,146,Completed,False,False,3,178.34,2023-03-27
B011425,U0701,T027,2024-02-03,Prime Dinner,6,Romantic,201,Completed,False,False,27,1200.7,2024-01-24
B011426,U0005,T045,2023-05-29,Early Dinner,2,Romantic,130,Completed,False,True,25,317.76,2023-05-24
B011427,U0444,T045,2024-10-23,Prime Dinner,4,Business,161,Cancelled,False,False,4,570.85,2024-10-05
B011428,U0173,T034,2023-09-02,Early Dinner,2,Business,112,Completed,False,True,24,258.97,2023-08-09
B011429,U0360,T038,2024-07-25,Lunch,2,Friends,83,Completed,False,True,8,493.72,2024-07-19
B011430,U0180,T032,2024-06-13,Lunch,6,Friends,122,Completed,True,True,8,1237.94,2024-06-10
B011431,U0150,T011,2023-03-29,Prime Dinner,6,Friends,190,Completed,False,False,14,617.06,2023-03-16
B011432,U0515,T030,2023-11-03,Early Dinner,4,Business,136,Completed,True,True,26,805.2,2023-10-26
B011433,U0080,T002,2024-12-16,Lunch,2,Celebration,82,Cancelled,False,False,11,362.82,2024-12-07
B011434,U0221,T020,2023-03-13,Prime Dinner,2,Celebration,147,Completed,False,True,14,174.47,2023-02-14
B011435,U0927,T004,2024-11-30,Early Dinner,4,Romantic,102,Completed,False,False,19,553.37,2024-11-01
B011436,U0049,T009,2023-03-10,Prime Dinner,4,Casual,126,Completed,False,True,2,787.37,2023-03-03
B011437,U0931,T038,2024-06-29,Prime Dinner,2,Family,151,Completed,False,False,15,245.66,2024-06-22
B011438,U0171,T027,2024-01-15,Lunch,4,Romantic,117,Completed,False,True,11,546.26,2024-01-06
B011439,U0788,T011,2023-12-23,Prime Dinner,2,Friends,175,Completed,False,True,14,76.14,2023-12-21
B011440,U0472,T001,2024-08-16,Prime Dinner,4,Romantic,154,Completed,False,False,23,347.41,2024-07-31
B011441,U0555,T030,2024-09-16,Early Dinner,4,Friends,115,Cancelled,False,False,2,466.6,2024-09-05
B011442,U0699,T003,2023-07-27,Late Dinner,2,Romantic,166,Completed,False,False,16,386.78,2023-07-20
B011443,U0774,T008,2023-09-03,Lunch,4,Family,110,Completed,False,False,10,574.42,2023-08-15
B011444,U0271,T017,2023-04-02,Early Dinner,2,Celebration,94,Completed,False,False,19,50.0,2023-03-18
B011445,U0484,T025,2023-07-14,Prime Dinner,2,Family,153,Completed,False,True,19,381.44,2023-06-17
B011446,U0239,T021,2024-05-01,Lunch,2,Business,74,Completed,False,True,15,254.36,2024-04-10
B011447,U0812,T008,2024-10-12,Lunch,4,Business,146,Completed,True,True,7,725.95,2024-10-07
B011448,U0774,T006,2024-08-10,Prime Dinner,2,Business,97,Completed,False,False,21,127.62,2024-07-29
B011449,U0371,T047,2023-07-13,Lunch,4,Celebration,99,Completed,False,False,23,604.07,2023-06-18
B011450,U0501,T035,2023-03-07,Prime Dinner,2,Romantic,153,Cancelled,False,False,24,396.2,2023-02-20
B011451,U0078,T012,2023-05-13,Early Dinner,4,Business,126,Completed,False,True,18,353.91,2023-05-11
B011452,U0533,T008,2023-06-26,Prime Dinner,4,Business,171,Completed,False,True,10,802.75,2023-06-06
B011453,U0343,T003,2023-08-23,Early Dinner,2,Friends,126,Completed,False,True,22,368.77,2023-07-28
B011454,U0948,T026,2023-07-02,Lunch,4,Family,133,Completed,False,True,15,326.7,2023-06-16
B011455,U0293,T036,2023-11-13,Prime Dinner,2,Celebration,125,Completed,False,True,19,273.85,2023-10-18
B011456,U0137,T035,2023-06-03,Late Dinner,2,Family,188,Completed,False,False,16,277.92,2023-05-17
B011457,U0672,T005,2024-01-22,Late Dinner,2,Romantic,209,Completed,True,True,1,273.75,2024-01-21
B011458,U0855,T029,2024-10-28,Lunch,4,Casual,114,Completed,False,False,22,860.55,2024-10-05
B011459,U0611,T022,2023-07-05,Prime Dinner,4,Friends,99,Completed,False,True,23,584.87,2023-06-19
B011460,U0972,T021,2024-05-04,Early Dinner,2,Friends,91,Completed,False,False,0,403.0,2024-04-21
B011461,U0787,T018,2023-11-01,Lunch,6,Family,63,Completed,True,True,24,379.56,2023-10-04
B011462,U0890,T020,2024-05-29,Early Dinner,2,Friends,101,Completed,False,False,7,385.21,2024-05-01
B011463,U0714,T005,2023-08-25,Prime Dinner,2,Casual,151,Completed,False,False,29,191.17,2023-08-09
B011464,U0541,T013,2023-01-10,Late Dinner,2,Family,223,Completed,False,False,18,326.23,2022-12-16
B011465,U0924,T026,2024-05-11,Late Dinner,4,Friends,182,Completed,False,False,6,676.12,2024-04-23
B011466,U0926,T019,2023-10-27,Early Dinner,2,Family,82,No-show,False,True,15,352.65,2023-10-09
B011467,U0391,T023,2024-09-13,Early Dinner,4,Business,141,Completed,False,False,9,406.44,2024-08-29
B011468,U0187,T025,2024-04-11,Late Dinner,4,Business,186,Completed,False,True,24,50.0,2024-03-31
B011469,U0717,T004,2023-11-26,Prime Dinner,4,Celebration,180,Completed,False,False,9,639.7,2023-11-21
B011470,U0232,T012,2024-07-06,Lunch,2,Romantic,68,Completed,False,True,17,254.69,2024-07-05
B011471,U0249,T046,2024-06-22,Prime Dinner,2,Business,110,Completed,False,False,19,275.55,2024-06-02
B011472,U0689,T010,2023-03-12,Prime Dinner,4,Business,161,Completed,False,False,28,879.92,2023-02-13
B011473,U0346,T008,2023-06-14,Prime Dinner,2,Family,90,Completed,True,True,14,428.4,2023-05-29
B011474,U0746,T030,2024-09-11,Late Dinner,2,Romantic,175,Completed,False,False,9,138.36,2024-08-17
B011475,U0577,T038,2023-08-26,Prime Dinner,2,Business,135,Completed,False,True,9,462.8,2023-08-24
B011476,U0936,T027,2024-09-25,Prime Dinner,4,Casual,133,Completed,False,True,14,342.17,2024-09-18
B011477,U0014,T015,2023-07-17,Early Dinner,2,Romantic,91,Completed,False,True,8,297.46,2023-06-29
B011478,U0030,T004,2023-03-30,Late Dinner,2,Business,134,Completed,False,True,25,343.44,2023-03-12
B011479,U0003,T007,2023-10-25,Prime Dinner,2,Family,162,Completed,False,False,1,405.95,2023-10-20
B011480,U0038,T004,2024-02-01,Early Dinner,2,Casual,60,Completed,False,False,2,231.22,2024-01-13
B011481,U0431,T030,2024-03-21,Early Dinner,2,Family,173,Completed,False,False,23,260.78,2024-02-21
B011482,U0855,T044,2024-10-07,Lunch,2,Celebration,70,Completed,True,False,13,305.58,2024-10-03
B011483,U0583,T046,2023-01-11,Lunch,2,Business,60,Completed,True,False,5,319.95,2023-01-11
B011484,U0492,T003,2024-08-14,Prime Dinner,2,Romantic,149,Completed,False,True,1,275.21,2024-07-20
B011485,U0616,T049,2024-11-04,Late Dinner,2,Business,176,Completed,False,False,22,334.35,2024-10-08
B011486,U0102,T013,2023-09-12,Late Dinner,2,Casual,176,Completed,False,True,7,195.83,2023-09-08
B011487,U0955,T041,2024-11-29,Prime Dinner,6,Friends,116,Cancelled,False,False,19,1231.81,2024-11-18
B011488,U0083,T004,2024-01-01,Early Dinner,4,Celebration,145,Completed,False,True,8,964.78,2023-12-19
B011489,U0843,T033,2023-06-27,Early Dinner,4,Family,70,Completed,False,True,16,521.89,2023-06-15
B011490,U0249,T001,2024-07-27,Prime Dinner,4,Casual,117,Completed,False,False,26,732.62,2024-07-20
B011491,U0548,T026,2023-07-15,Late Dinner,4,Casual,199,Cancelled,False,False,15,692.92,2023-07-08
B011492,U0435,T039,2024-06-15,Late Dinner,2,Romantic,108,Completed,True,True,27,421.88,2024-06-14
B011493,U0703,T037,2024-02-02,Early Dinner,6,Celebration,88,Cancelled,False,False,5,883.33,2024-01-12
B011494,U0179,T015,2024-11-05,Early Dinner,2,Friends,150,Completed,False,False,7,318.98,2024-10-23
B011495,U0324,T008,2024-11-04,Early Dinner,2,Family,109,Completed,False,True,21,254.33,2024-11-04
B011496,U0086,T048,2023-09-02,Late Dinner,4,Family,206,Completed,False,False,28,664.31,2023-08-14
B011497,U0673,T041,2024-08-26,Early Dinner,6,Friends,130,Completed,False,False,6,677.17,2024-07-30
B011498,U0308,T005,2023-01-06,Late Dinner,2,Family,222,Completed,False,False,10,250.25,2022-12-10
B011499,U0460,T015,2024-09-01,Lunch,2,Business,85,Completed,False,True,1,315.65,2024-08-05
B011500,U0625,T042,2024-02-19,Late Dinner,4,Friends,192,Completed,False,True,28,878.57,2024-01-30
B011501,U0995,T037,2024-04-21,Late Dinner,4,Family,200,Cancelled,False,False,0,786.45,2024-03-31
B011502,U0245,T007,2024-11-29,Lunch,4,Romantic,121,Completed,False,False,7,541.21,2024-11-21
B011503,U0191,T010,2024-01-07,Lunch,4,Friends,60,Cancelled,False,False,12,704.19,2023-12-11
B011504,U0818,T002,2023-09-29,Lunch,2,Romantic,82,Cancelled,False,False,19,304.45,2023-09-18
B011505,U0926,T042,2023-08-17,Prime Dinner,4,Family,194,Completed,False,True,12,353.14,2023-07-23
B011506,U0639,T008,2024-05-24,Late Dinner,4,Casual,215,Cancelled,False,False,6,687.88,2024-05-08
B011507,U0763,T042,2023-08-31,Prime Dinner,4,Casual,134,Completed,True,True,26,618.33,2023-08-18
B011508,U0624,T003,2023-07-06,Late Dinner,2,Friends,148,Completed,False,True,12,215.07,2023-07-04
B011509,U0799,T022,2024-06-29,Lunch,4,Business,115,Completed,True,False,27,634.73,2024-06-23
B011510,U0657,T021,2024-07-09,Early Dinner,2,Celebration,92,Completed,True,True,23,496.67,2024-07-04
B011511,U0357,T003,2024-03-14,Early Dinner,2,Casual,121,Completed,True,True,14,431.4,2024-03-01
B011512,U0648,T034,2023-02-17,Late Dinner,4,Celebration,156,Completed,False,False,23,813.4,2023-01-25
B011513,U0596,T040,2023-04-19,Early Dinner,4,Family,78,Completed,False,False,0,791.5,2023-03-30
B011514,U0261,T010,2024-06-05,Early Dinner,2,Casual,118,Completed,True,False,2,478.04,2024-05-20
B011515,U0177,T044,2023-05-21,Early Dinner,2,Romantic,147,Completed,False,True,4,466.85,2023-04-27
B011516,U0931,T037,2024-05-29,Lunch,2,Celebration,61,Completed,False,False,12,173.53,2024-05-27
B011517,U0983,T019,2024-06-05,Late Dinner,2,Family,204,Completed,True,True,17,293.91,2024-05-18
B011518,U0505,T016,2023-06-25,Late Dinner,2,Business,186,Completed,False,True,14,410.78,2023-05-30
B011519,U0199,T038,2024-07-05,Late Dinner,2,Romantic,256,Completed,False,False,24,147.17,2024-06-29
B011520,U0291,T047,2024-05-18,Early Dinner,2,Business,109,Completed,False,False,8,171.91,2024-04-28
B011521,U0707,T002,2024-03-16,Late Dinner,2,Casual,150,Completed,False,True,25,176.59,2024-03-03
B011522,U0242,T008,2024-06-21,Early Dinner,2,Casual,111,Completed,True,True,19,324.06,2024-06-05
B011523,U0170,T024,2023-04-10,Late Dinner,2,Friends,156,Cancelled,False,False,11,359.4,2023-04-04
B011524,U0432,T013,2024-09-18,Prime Dinner,2,Business,166,Completed,True,True,29,206.47,2024-09-18
B011525,U0134,T025,2023-07-22,Lunch,2,Business,60,Cancelled,True,False,27,423.99,2023-07-22
B011526,U1000,T026,2023-09-22,Prime Dinner,4,Casual,187,Completed,True,False,6,576.71,2023-09-09
B011527,U0599,T009,2024-04-16,Early Dinner,4,Romantic,131,Completed,False,False,24,669.27,2024-04-12
B011528,U0816,T006,2024-04-01,Late Dinner,4,Business,177,Cancelled,True,False,1,732.14,2024-03-15
B011529,U0448,T003,2023-09-02,Prime Dinner,2,Celebration,181,Completed,False,False,13,410.65,2023-08-18
B011530,U0273,T014,2023-09-28,Late Dinner,6,Friends,208,Completed,False,False,20,1243.77,2023-09-26
B011531,U0922,T043,2023-02-19,Late Dinner,4,Friends,169,Completed,False,False,5,613.45,2023-02-16
B011532,U0602,T032,2023-11-22,Lunch,2,Family,72,Completed,False,False,29,99.35,2023-10-24
B011533,U0167,T022,2024-09-21,Lunch,4,Celebration,87,Completed,False,True,13,629.19,2024-09-12
B011534,U0265,T038,2024-07-02,Early Dinner,2,Friends,129,Completed,False,False,0,357.98,2024-06-23
B011535,U0127,T012,2024-09-08,Prime Dinner,4,Casual,114,Cancelled,True,False,11,321.84,2024-08-25
B011536,U0871,T036,2023-08-10,Lunch,2,Business,75,Completed,False,False,9,468.11,2023-07-30
B011537,U0919,T033,2023-05-22,Early Dinner,2,Family,92,Completed,False,False,11,367.61,2023-05-08
B011538,U0035,T004,2023-02-09,Lunch,4,Romantic,163,Completed,False,False,16,331.8,2023-02-09
B011539,U0332,T013,2023-11-29,Prime Dinner,2,Romantic,146,Completed,False,False,18,114.33,2023-11-27
B011540,U0279,T018,2023-09-22,Late Dinner,4,Friends,170,Completed,False,True,8,861.27,2023-09-09
B011541,U0625,T039,2023-12-21,Late Dinner,4,Romantic,152,Completed,False,False,27,406.68,2023-12-21
B011542,U0209,T020,2023-01-10,Lunch,2,Friends,69,Completed,False,False,10,392.6,2022-12-13
B011543,U0447,T010,2024-08-15,Prime Dinner,2,Celebration,170,Completed,False,True,6,184.12,2024-08-14
